Tweet id (you need to refetch them using Twitter API),Hate targets extracted from the tweet text,Hate categories assigned by us
 546954568270372864 ,inconsistent people,behavior
 546973832733802496 ,desperate people,behavior
 546976236070002688 ,ignorant people,behavior
 547020670526160896 ,conceited people,behavior
 547032913678589952 ,temporary people,other
 547047249826820096 ,judgemental people,behavior
 547047316952076288 ,temporary people,other
 547063074944192513 ,disrespectful people,behavior
 547065230787117056 ,judgemental people,behavior
 547079336248246272 ,spoiled people,behavior
 547089503224348672 ,ugly people,physical
 547094934885769216 ,stupid people,other
 547102396527030272 ,white people,race
 547114157376413696 ,negative people,behavior
 547121308656750592 ,black people,race
 547122172691759104 ,nosy people,behavior
 547128749343653889 ,black people,race
 547134533305643008 ,white people,race
 547165080392331264 ,black people,race
 547165545968455681 ,cheap people,behavior
 547167764763643907 ,difficult people,behavior
 547201440843042816 ,black people,race
 547202254517063680 ,sneaky people,behavior
 547204578165682176 ,fake people,behavior
 547206591418990592 ,fake people,behavior
 547208088810700800 ,fake people,behavior
 547219073680285696 ,fake people,behavior
 547227550389645312 ,black people,race
 547230805156585474 ,negative people,behavior
 547231321060175872 ,ungrateful people,behavior
 547231878898384896 ,black people,race
 547237004346261505 ,judgmental people,behavior
 547238644302368768 ,judgmental people,behavior
 547247855010738176 ,preppy people,class
 547255677388083200 ,negative people,behavior
 547257875182415872 ,fake people,behavior
 547258655310364673 ,fake people,behavior
 547259334825377792 ,black people,race
 547272664314679296 ,white people,race
 547282449596571648 ,clingy people,behavior
 547283946980270080 ,stupid people,other
 547288749449551873 ,ungrateful people,behavior
 547298576724815873 ,ignorant people,behavior
 547306373923368960 ,sneaky people,behavior
 547318831006642176 ,stupid people,other
 547330356949827584 ,black people,race
 547339315987369984 ,fake people,behavior
 547341845173256193 ,retarded people,disability
 547352012153946112 ,black people,race
 547357124993769472 ,black people,race
 547361407394938880 ,black people,race
 547391895781920768 ,black people,race
 547411046957203459 ,childish people,behavior
 547412540133998592 ,childish people,behavior
 547414096254369792 ,childish people,behavior
 547422023488929792 ,black people,race
 547441208222445568 ,loud people,behavior
 547460862735560704 ,black people,race
 547461768684240896 ,stupid people,other
 547467045122875392 ,white people,race
 547470480262062080 ,skinny people,physical
 547475920270163970 ,rude people,behavior
 547476629124304896 ,negative people,behavior
 547487454601560065 ,dumb people,other
 547493616026152964 ,fake people,behavior
 547501279019139072 ,mean people,behavior
 547512687555788801 ,mean people,behavior
 547520748987117569 ,black people,race
 547524414816808960 ,black people,race
 547529582199713793 ,stupid people,other
 547531440259600386 ,disrespectful people,behavior
 547535517144088579 ,drunk people,other
 547545818363076609 ,lazy people,behavior
 547553170965422080 ,childish people,behavior
 547554135659532290 ,broke people,class
 547559294653059072 ,black people,race
 547560913659002880 ,loud people,behavior
 547562570400268288 ,serious people,behavior
 547562700411535360 ,pretty people,physical
 547564332025122817 ,ugly people,physical
 547576831025479680 ,white people,race
 547589082604638208 ,negative people,behavior
 547590823240826880 ,fake people,behavior
 547607445263384576 ,nosey people,behavior
 547612012868825089 ,ignorant people,behavior
 547612050617565186 ,ignorant people,behavior
 547612088374263808 ,ignorant people,behavior
 547613396972363776 ,immature people,behavior
 547629599568723969 ,needy people,behavior
 547631264732160001 ,fat people,physical
 547634171360067584 ,greedy people,behavior
 547664659763843072 ,rude people,behavior
 547712076349595648 ,stupid people,other
 547721119290388480 ,black people,race
 547731177239769089 ,black people,race
 547749548291284992 ,sneaky people,behavior
 547772797305749505 ,black people,race
 547806347530878976 ,ugly people,physical
 547807303861157888 ,black people,race
 547812869677797376 ,nosey people,behavior
 547819140183252993 ,stupid people,other
 547820541084966914 ,black people,race
 547820826272493568 ,white people,race
 547822399165845505 ,dumbass people,other
 547827017073561600 ,white people,race
 547847439156527104 ,white people,race
 547848693257633792 ,fat people,physical
 547852992415023104 ,judgemental people,behavior
 547853122438463488 ,inconsistent people,behavior
 547868716851949568 ,moody people,behavior
 547872223294287873 ,childish people,behavior
 547874991539093505 ,gay people,sexual_orientation
 547881249432297473 ,petty people,behavior
 547885280142053376 ,judgmental people,behavior
 547896185348816897 ,white people,race
 547898936795885568 ,ungrateful people,behavior
 547901495325523969 ,negative people,behavior
 547907069580705795 ,rich people,class
 547922601054449664 ,black people,race
 547931681723011072 ,ghetto people,class
 547951155884457984 ,ungrateful people,behavior
 547965684940939264 ,textin people,other
 547966280545103875 ,ungrateful people,behavior
 547967631123165185 ,childish people,behavior
 547969975718129664 ,ungrateful people,behavior
 547970625848229890 ,ignorant people,behavior
 547974350377218048 ,dramatic people,behavior
 547985272374579201 ,black people,race
 548015760765759489 ,white people,race
 548112624018522112 ,ungrateful people,behavior
 548122254153109505 ,ungrateful people,behavior
 548124389041250304 ,ungrateful people,behavior
 548125139800719360 ,ungrateful people,behavior
 548132647600664577 ,ungrateful people,behavior
 548136313422356480 ,white people,race
 548148904760725505 ,ungrateful people,behavior
 548148955092385792 ,ungrateful people,behavior
 548148980220461056 ,ungrateful people,behavior
 548149508706934785 ,ungrateful people,behavior
 548149508727926784 ,ungrateful people,behavior
 548149961725325313 ,ungrateful people,behavior
 548150200796446721 ,loud people,behavior
 548153724016009216 ,ungrateful people,behavior
 548155196195762176 ,ungrateful people,behavior
 548159126250209281 ,white people,race
 548169431658926081 ,ungrateful people,behavior
 548173714056314880 ,greedy people,behavior
 548175345653149696 ,ungrateful people,behavior
 548176691991162881 ,petty people,behavior
 548179737064259584 ,loud people,behavior
 548180282336366592 ,ungrateful people,behavior
 548190017303375872 ,ungrateful people,behavior
 548204277932752897 ,ungrateful people,behavior
 548207654372642816 ,ungrateful people,behavior
 548214075843706880 ,ignorant people,behavior
 548218144318160896 ,ungrateful people,behavior
 548218534384652289 ,ugly people,physical
 548221193556623360 ,childish people,behavior
 548222921605664768 ,ungrateful people,behavior
 548240009204367360 ,old people,physical
 548254576034721792 ,ungrateful people,behavior
 548257776276103169 ,white people,race
 548259256869216256 ,clingy people,behavior
 548273169367199745 ,white people,race
 548273928561770496 ,ungrateful people,behavior
 548274075366588416 ,mean people,behavior
 548277925716295680 ,racist people,race
 548286603723296770 ,insecure people,behavior
 548291141959819265 ,indecisive people,other
 548299299885707264 ,ungrateful people,behavior
 548310251221839872 ,rich people,class
 548314978227613699 ,ungrateful people,behavior
 548321559069589504 ,drunk people,other
 548324323120128000 ,white people,race
 548326298645311488 ,sometimey people,other
 548353750356983808 ,old people,physical
 548354907963527168 ,judgemental people,behavior
 548359215517945857 ,negative people,behavior
 548375153890328576 ,white people,race
 548472486925709313 ,dishonest people,behavior
 548497883398680576 ,skinny people,physical
 548516229300764672 ,rich people,class
 548538710774775810 ,sneaky people,behavior
 548547535594602496 ,rude people,behavior
 548557874540986368 ,dumb people,other
 548560663765737472 ,rude people,behavior
 548564010803531776 ,rude people,behavior
 548583111655952384 ,loud people,behavior
 548590405559013376 ,sometimey people,other
 548591860990881794 ,selfish people,behavior
 548601306559283201 ,black people,race
 548611280601628673 ,rude people,behavior
 548619828613742592 ,illiterate people,other
 548632730271903744 ,loud people,behavior
 548638946260156416 ,judgmental people,behavior
 548652179297271808 ,negative people,behavior
 548668570612563968 ,ungrateful people,behavior
 548679136060125185 ,trashy people,class
 548703165227761664 ,judgmental people,behavior
 548726225527910402 ,rude people,behavior
 548764586615521280 ,rude people,behavior
 548778364899983360 ,white people,race
 548791312736993281 ,white people,race
 548820085675401216 ,mean people,behavior
 548857729528659969 ,ignorant people,behavior
 548880185828048896 ,old people,physical
 548886896731258880 ,childish people,behavior
 548895033668022273 ,stingy people,behavior
 548896119996968960 ,black people,race
 548902902207889409 ,clingy people,behavior
 548912326792200193 ,dumb people,other
 548940827083689984 ,negative people,behavior
 548941456250241025 ,judgemental people,behavior
 548943725368737792 ,inconsiderate people,behavior
 548949983249317888 ,fake people,behavior
 548951413519167488 ,ignorant people,behavior
 548961333044326400 ,lazy people,behavior
 548989640397848577 ,illiterate people,other
 549001287996416000 ,white people,race
 549003406090973184 ,slow people,behavior
 549003477385355264 ,ungrateful people,behavior
 549003812938469376 ,ungrateful people,behavior
 549018723710173184 ,ungrateful people,behavior
 549018832765857792 ,bitter people,behavior
 549020841816903680 ,negative people,behavior
 549023857517273089 ,white people,race
 549024503469457408 ,ungrateful people,behavior
 549024788664958976 ,ungrateful people,behavior
 549026353123569664 ,ungrateful people,behavior
 549026676089552896 ,pretty people,physical
 549032673940086786 ,ungrateful people,behavior
 549035534472216576 ,ungrateful people,behavior
 549036335583875072 ,normal people,behavior
 549043914707963909 ,dumb people,other
 549049803477241856 ,ungrateful people,behavior
 549055331587072001 ,ugly people,physical
 549062742909669376 ,racist people,race
 549064034755309568 ,new people,other
 549069751612604416 ,indian people,ethnicity
 549070787580551168 ,clingy people,behavior
 549077855003738112 ,black people,race
 549085941625663489 ,dumb people,other
 549087015363686400 ,materialistic people,behavior
 549099682170142723 ,white people,race
 549099711496740864 ,white people,race
 549100042880294912 ,white people,race
 549100470674153472 ,white people,race
 549100747514990593 ,white people,race
 549103457047945216 ,awkward people,behavior
 549107206734360576 ,white people,race
 549171899683463168 ,childish people,behavior
 549215411376779265 ,new people,other
 549229109998407681 ,rude people,behavior
 549229818811023361 ,black people,race
 549254250652790784 ,indian people,ethnicity
 549255102092283905 ,fake people,behavior
 549261922042785792 ,sneaky people,behavior
 549267034891386880 ,fake people,behavior
 549269572445298688 ,fake people,behavior
 549284432851763201 ,immature people,behavior
 549291051467698176 ,immature people,behavior
 549316510875783168 ,selfish people,behavior
 549318511579783168 ,needy people,behavior
 549320529057157121 ,ungrateful people,behavior
 549321938326536192 ,sketchy people,behavior
 549323163067514880 ,greedy people,behavior
 549328229786722304 ,immature people,behavior
 549328275898499072 ,rude people,behavior
 549329186071277569 ,slow people,behavior
 549329320280215552 ,random people,other
 549335389454868480 ,cocky people,behavior
 549337138496815104 ,spiteful people,behavior
 549339835421691904 ,negative people,behavior
 549340187730644992 ,fake people,behavior
 549348379227324416 ,stupid people,other
 549357585724604416 ,sneaky people,behavior
 549364044931817472 ,fake people,behavior
 549377709974257664 ,black people,race
 549389676344119298 ,fake people,behavior
 549395191832928256 ,irrelevant people,other
 549398866047819777 ,white people,race
 549413063766855680 ,indecisive people,other
 549415832015863808 ,corny people,behavior
 549417979515924482 ,gay people,sexual_orientation
 549425621521010688 ,gay people,sexual_orientation
 549428981154340864 ,fake people,behavior
 549437206172295168 ,white people,race
 549447415116218368 ,stupid people,other
 549447780021059584 ,inconsiderate people,behavior
 549451819135422464 ,judgmental people,behavior
 549454524482465792 ,unreliable people,behavior
 549458655855509504 ,white people,race
 549488900981260289 ,cheap people,behavior
 549495527977390083 ,ungrateful people,behavior
 549527471788261377 ,black people,race
 549533197042995200 ,french people,ethnicity
 549572032103342082 ,drunk people,other
 549595163656728576 ,black people,race
 549602939900538882 ,fake people,behavior
 549621441000644609 ,selfish people,behavior
 549623269721378816 ,negative people,behavior
 549624356020977664 ,fake people,behavior
 549626348344725507 ,dramatic people,behavior
 549641900790398976 ,fake people,behavior
 549644400591400960 ,white people,race
 549645293982339072 ,ungrateful people,behavior
 549658296345702401 ,sneaky people,behavior
 549670417880055808 ,selfish people,behavior
 549671764247457792 ,sensitive people,behavior
 549694077952733184 ,old people,physical
 549706576974839808 ,needy people,behavior
 549715523429474304 ,fake people,behavior
 549716903363489792 ,fake people,behavior
 549746817106063360 ,white people,race
 549752563302957056 ,greedy people,behavior
 549783794119475202 ,cheap people,behavior
 549787736769851393 ,selfish people,behavior
 549790270112686082 ,dirty people,behavior
 549791675191537664 ,judgmental people,behavior
 549800973959315456 ,fake people,behavior
 549807231894421504 ,white people,race
 549812046938636289 ,stupid people,other
 549814794220744704 ,black people,race
 549820896941457408 ,rude people,behavior
 549828014662774784 ,sneaky people,behavior
 549830162137636864 ,mean people,behavior
 549830808081797122 ,mean people,behavior
 549841453191815168 ,ungrateful people,behavior
 549863376843587584 ,black people,race
 549879877206171648 ,clingy people,behavior
 549936353522487296 ,negative people,behavior
 549945287414788097 ,fake people,behavior
 549950094058225664 ,rude people,behavior
 549956641396101121 ,dumb people,other
 549957463441965057 ,nosey people,behavior
 549973510886785025 ,phony people,behavior
 549979907175251969 ,racist people,race
 549986953597571073 ,stubborn people,behavior
 549988258051268608 ,stubborn people,behavior
 549988287419789312 ,stubborn people,behavior
 549993513514205184 ,stubborn people,behavior
 549996080436613120 ,miserable people,behavior
 549999154844676096 ,obnoxious people,behavior
 550004829716627456 ,stupid people,other
 550006209676578817 ,negative people,behavior
 550014661177778176 ,white people,race
 550018171827421185 ,inconsiderate people,behavior
 550019245569241088 ,fake people,behavior
 550019816002965505 ,fake people,behavior
 550023213389197312 ,greedy people,behavior
 550028619842875392 ,ungrateful people,behavior
 550037411070103552 ,white people,race
 550059452158603265 ,white people,race
 550060123247611905 ,white people,race
 550069141017616384 ,clingy people,behavior
 550071544329011202 ,black people,race
 550071795987267584 ,lazy people,behavior
 550082684387864577 ,drunk people,other
 550085855315247104 ,inconsistent people,behavior
 550088724215005185 ,black people,race
 550090074772475904 ,ignorant people,behavior
 550118327591657473 ,sensitive people,behavior
 550122060517605376 ,sensitive people,behavior
 550124262552399872 ,immature people,behavior
 550124841349971969 ,stupid people,other
 550127433450795009 ,sensitive people,behavior
 550129035666522113 ,dumbass people,other
 550130881143508992 ,white people,race
 550133636792471552 ,sensitive people,behavior
 550169779147792384 ,rude people,behavior
 550175458231607296 ,selfish people,behavior
 550176766841847810 ,unreliable people,behavior
 550177735709315072 ,drunk people,other
 550179069506387968 ,racist people,race
 550186585694556161 ,black people,race
 550186896094420992 ,in people,other
 550189144216174598 ,country people,class
 550194169021755392 ,immature people,behavior
 550196039659954176 ,shady people,behavior
 550196714951671808 ,fake people,behavior
 550214624633954306 ,drunk people,other
 550244190270279681 ,ungrateful people,behavior
 550274171159457793 ,fat people,physical
 550303581623320577 ,ignorant people,behavior
 550313530508189697 ,white people,race
 550326386058362880 ,disrespectful people,behavior
 550338440483848192 ,corny people,behavior
 550340957074644992 ,conceited people,behavior
 550345629516324865 ,fake people,behavior
 550356257904001024 ,shy people,behavior
 550382493250367488 ,shady people,behavior
 550396946821967872 ,sometimey people,other
 550409991127961601 ,messy people,behavior
 550413145215598593 ,jealous people,behavior
 550428651582259200 ,black people,race
 550435677037690880 ,drunk people,other
 550455927116419072 ,selfish people,behavior
 550463401382920193 ,black people,race
 550466685501587456 ,fake people,behavior
 550484712653721601 ,white people,race
 550486352610230272 ,fake people,behavior
 550501657612910592 ,selfish people,behavior
 550503121450196992 ,selfish people,behavior
 550504090342404096 ,racist people,race
 550512038548865024 ,drunk people,other
 550535258215841792 ,drunk people,other
 550544959636381696 ,rude people,behavior
 550545437758074880 ,ignorant people,behavior
 550549384602324992 ,drunk people,other
 550553679573835776 ,sensitive people,behavior
 550558180062031872 ,mean people,behavior
 550574126814208001 ,drunk people,other
 550584994234904577 ,stupid people,other
 550614727668142080 ,fake people,behavior
 550632549286817792 ,noisy people,behavior
 550634642223546368 ,fake people,behavior
 550635015512788992 ,mean people,behavior
 550636814881402881 ,rude people,behavior
 550670721618563072 ,cheap people,behavior
 550700497015812096 ,drunk people,other
 550706138342498305 ,rude people,behavior
 550715617469550592 ,homophobic people,sexual_orientation
 550722156402053121 ,drunk people,other
 550726501671247873 ,ugly people,physical
 550759213052743682 ,slow people,behavior
 550778754327269376 ,complicated people,behavior
 550796898865401856 ,selfish people,behavior
 550802783499087873 ,sensitive people,behavior
 550808001192665088 ,ungrateful people,behavior
 550817274794635264 ,fake people,behavior
 550820433134882817 ,stupid people,other
 550825646654779396 ,ignorant people,behavior
 550848077771591680 ,mean people,behavior
 550854906119065601 ,fake people,behavior
 550856323781644289 ,selfish people,behavior
 550857435284783105 ,gay people,sexual_orientation
 550861713445515265 ,negative people,behavior
 550882135532662784 ,dramatic people,behavior
 550889127424434176 ,ignorant people,behavior
 550890389918740481 ,racist people,race
 550900682749116416 ,sneaky people,behavior
 550901106356666368 ,disrespectful people,behavior
 550903950086799361 ,white people,race
 550924896436379650 ,rude people,behavior
 550961240088920064 ,fake people,behavior
 550990210163802114 ,stupid people,other
 550992638644461569 ,disrespectful people,behavior
 551013610185433088 ,mean people,behavior
 551061811110625281 ,petty people,behavior
 551072254940160000 ,black people,race
 551088507859394562 ,lazy people,behavior
 551098779722858497 ,racist people,race
 551108288213815296 ,mean people,behavior
 551112843215765505 ,sneaky people,behavior
 551117968655261696 ,unappreciative people,behavior
 551118744584331265 ,materialistic people,behavior
 551121856762511361 ,fat people,physical
 551129565922611200 ,sneaky people,behavior
 551133550507200512 ,fat people,physical
 551144258544349184 ,fat people,physical
 551148339606343681 ,fat people,physical
 551150638089142273 ,stupid people,other
 551155893547859969 ,fat people,physical
 551159232201256960 ,immature people,behavior
 551165347500683265 ,random people,other
 551166861665374209 ,negative people,behavior
 551186025415213056 ,british people,ethnicity
 551189611553107970 ,flakey people,behavior
 551196880281927680 ,fake people,behavior
 551197480092966913 ,childish people,behavior
 551200273494847488 ,pretty people,physical
 551208292979310592 ,inconsiderate people,behavior
 551213300986679296 ,sneaky people,behavior
 551221148550451200 ,fake people,behavior
 551222150967721984 ,disrespectful people,behavior
 551229969142398978 ,white people,race
 551232146007146497 ,sensitive people,behavior
 551235564364496896 ,fake people,behavior
 551244263363993601 ,bipolar people,disability
 551251876008972288 ,childish people,behavior
 551253272690839553 ,ignorant people,behavior
 551265092239908864 ,drunk people,other
 551268565152972800 ,white people,race
 551270955897876481 ,fake people,behavior
 551273631867994113 ,white people,race
 551275456373067776 ,sneaky people,behavior
 551285526926741505 ,disrespectful people,behavior
 551290115474333696 ,drunk people,other
 551310323618426880 ,immature people,behavior
 551311372207005697 ,ignorant people,behavior
 551368980972466176 ,white people,race
 551411729302032384 ,clingy people,behavior
 551413759345180672 ,fake people,behavior
 551414644343332865 ,bitchy people,behavior
 551432335946973186 ,ratchet people,class
 551434378581012481 ,negative people,behavior
 551458839749742592 ,inconsistent people,behavior
 551473897275936768 ,messy people,behavior
 551488095011364864 ,drunk people,other
 551506923255001089 ,white people,race
 551508559041548288 ,judgemental people,behavior
 551530696540712961 ,petty people,behavior
 551535561971105793 ,nosy people,behavior
 551545015919325184 ,shitty people,behavior
 551545447937241088 ,corny people,behavior
 551556680262365184 ,white people,race
 551557061939851264 ,white people,race
 551559045866618882 ,old people,physical
 551562770387570688 ,ignorant people,behavior
 551570286609715200 ,sneaky people,behavior
 551577324651814912 ,temporary people,other
 551579602163093504 ,french people,ethnicity
 551591014839119874 ,superficial people,behavior
 551599323772112896 ,rude people,behavior
 551600884032208898 ,black people,race
 551601018279325696 ,fake people,behavior
 551606399562547201 ,black people,race
 551608005985591296 ,broke people,class
 551614498763993089 ,dumb people,other
 551620765041577984 ,shady people,behavior
 551621549392797697 ,inconsiderate people,behavior
 551625617868062720 ,lazy people,behavior
 551631141737099264 ,dumb people,other
 551632370668146689 ,loud people,behavior
 551641728189726723 ,selfish people,behavior
 551645222048763904 ,cocky people,behavior
 551645465289056258 ,cocky people,behavior
 551649294718353408 ,cocky people,behavior
 551652805321433088 ,white people,race
 551681314001518594 ,white people,race
 551757054751543296 ,cocky people,behavior
 551763266536751104 ,white people,race
 551770719793586176 ,fake people,behavior
 551775308370956289 ,petty people,behavior
 551776671528144896 ,fat people,physical
 551789921313501187 ,hypocritical people,behavior
 551801472434704385 ,selfish people,behavior
 551811626832519169 ,immature people,behavior
 551818690040459264 ,inconsiderate people,behavior
 551818937537556483 ,fake people,behavior
 551819256296665090 ,rude people,behavior
 551835932819996672 ,straight people,sexual_orientation
 551842148803674113 ,white people,race
 551842731811962880 ,white people,race
 551843604222992387 ,inconsiderate people,behavior
 551847890809667584 ,rude people,behavior
 551849958593548289 ,white people,race
 551852873639010305 ,white people,race
 551854287127859201 ,white people,race
 551857638376366082 ,white people,race
 551872775619493889 ,cocky people,behavior
 551873161487450112 ,drunk people,other
 551879331295686656 ,stupid people,other
 551880535057133568 ,homophobic people,sexual_orientation
 551884955845148673 ,white people,race
 551885161391206400 ,white people,race
 551885379499220994 ,white people,race
 551885434029363201 ,white people,race
 551886134448783361 ,white people,race
 551895533892427776 ,preppy people,class
 551902680978046976 ,nosey people,behavior
 551908439769632769 ,lazy people,behavior
 551936218641207296 ,rude people,behavior
 551936315122786304 ,temporary people,other
 551936847786422272 ,ungrateful people,behavior
 551938403885801472 ,corny people,behavior
 551947937514000384 ,petty people,behavior
 551960948278579202 ,ungrateful people,behavior
 551977536725737472 ,nasty people,behavior
 551983748493750272 ,spiteful people,behavior
 551999481349406720 ,fat people,physical
 552009107247349761 ,rude people,behavior
 552017101595361281 ,disrespectful people,behavior
 552046533047513088 ,white people,race
 552046881145384960 ,white people,race
 552056922334326785 ,ugly people,physical
 552056955888730112 ,ugly people,physical
 552074131567808512 ,white people,race
 552074739725107200 ,white people,race
 552075305960349696 ,white people,race
 552081215755661312 ,ungrateful people,behavior
 552081819727040512 ,old people,physical
 552089843418038272 ,white people,race
 552089960854347777 ,white people,race
 552089981817466880 ,white people,race
 552099301585743874 ,fake people,behavior
 552100035567964160 ,stupid people,other
 552100408878190592 ,sometimey people,other
 552132650476265473 ,white people,race
 552170055278936065 ,stupid people,other
 552179467326873600 ,cheap people,behavior
 552193656627929088 ,white people,race
 552198316524834816 ,fake people,behavior
 552210521932697601 ,judgemental people,behavior
 552226640634609665 ,white people,race
 552231136941064194 ,negative people,behavior
 552237499704422400 ,slow people,behavior
 552238388888477696 ,rude people,behavior
 552238862857023488 ,rude people,behavior
 552238908994772992 ,rude people,behavior
 552239575884509184 ,rude people,behavior
 552239982707236866 ,rude people,behavior
 552249034031652864 ,complicated people,behavior
 552254524359192577 ,white people,race
 552256587977723904 ,sneaky people,behavior
 552277349795123200 ,cocky people,behavior
 552280612959432704 ,fake people,behavior
 552294722598080512 ,mean people,behavior
 552299827057688576 ,greedy people,behavior
 552311428502548483 ,selfish people,behavior
 552312804251021312 ,stubborn people,behavior
 552315790570295296 ,ignorant people,behavior
 552320895029874689 ,shady people,behavior
 552320878252683264 ,inconsistent people,behavior
 552333331149627394 ,old people,physical
 552352239093035010 ,cocky people,behavior
 552362229929365504 ,hypocritical people,behavior
 552359570728030209 ,hypocritical people,behavior
 552359587480088576 ,mean people,behavior
 552360703185936386 ,hypocritical people,behavior
 552361034552713218 ,hypocritical people,behavior
 552359478428180480 ,hypocritical people,behavior
 552437609948250113 ,black people,race
 552447055533457408 ,white people,race
 552467410461413376 ,white people,race
 552467435652411392 ,white people,race
 552467595006595072 ,white people,race
 552468991730802688 ,ugly people,physical
 552488344253636609 ,sensitive people,behavior
 552497978540572672 ,tall people,physical
 552513975637008385 ,broke people,class
 552516261520097280 ,white people,race
 552516290871840771 ,white people,race
 552516471260471298 ,white people,race
 552534469010530304 ,rude people,behavior
 552546573755088896 ,white people,race
 552560381432840193 ,negative people,behavior
 552572532331913217 ,white people,race
 552575367681044481 ,mexican people,behavior
 552576093287612416 ,dumb people,other
 552577477399556096 ,negative people,behavior
 552578471466377216 ,dramatic people,behavior
 552579226407555073 ,negative people,behavior
 552580405023752193 ,negative people,behavior
 552586851656433664 ,ignorant people,behavior
 552587229156347905 ,selfish people,behavior
 552598612489011201 ,ungrateful people,behavior
 552602911646449665 ,white people,race
 552610436223209473 ,shady people,behavior
 552611430290448384 ,stupid people,other
 552619017782169601 ,insecure people,behavior
 552619588207542272 ,old people,physical
 552620397712011264 ,insecure people,behavior
 552625615405211648 ,cocky people,behavior
 552634222142586881 ,stupid people,other
 552645970396073984 ,fake people,behavior
 552647593583706112 ,dumb people,other
 552662298826117123 ,negative people,behavior
 552662298817744897 ,negative people,behavior
 552662298817744896 ,negative people,behavior
 552662298796773376 ,negative people,behavior
 552662298792558592 ,negative people,behavior
 552662521120043009 ,negative people,behavior
 552663032828944384 ,negative people,behavior
 552663292838416384 ,negative people,behavior
 552663750051115009 ,negative people,behavior
 552663796158722048 ,stubborn people,behavior
 552664299500736512 ,shitty people,behavior
 552664781849886720 ,negative people,behavior
 552664848954564609 ,stubborn people,behavior
 552665520047398912 ,disrespectful people,behavior
 552666396648546305 ,gay people,sexual_orientation
 552676249047666690 ,attractive people,physical
 552679487075516420 ,negative people,behavior
 552679487062945792 ,negative people,behavior
 552679487058755584 ,negative people,behavior
 552679688372772864 ,gay people,sexual_orientation
 552684591551496192 ,insecure people,behavior
 552691956720345088 ,negative people,behavior
 552695404446617600 ,immature people,behavior
 552698936033808384 ,gay people,sexual_orientation
 552704761955631104 ,white people,race
 552713918108676096 ,negative people,behavior
 552714937316151296 ,sneaky people,behavior
 552721337819463681 ,white people,race
 552733631333302272 ,ignorant people,behavior
 552733652321566721 ,ignorant people,behavior
 552738840671424512 ,ignorant people,behavior
 552738844853153792 ,ignorant people,behavior
 552738849060052992 ,ignorant people,behavior
 552750244963049472 ,ignorant people,behavior
 552760005121015808 ,racist people,race
 552766023959838720 ,selfish people,behavior
 552864120341807104 ,black people,race
 552864258728689664 ,awkward people,behavior
 552877017809444864 ,rich people,class
 552898865935159297 ,white people,race
 552914435195412480 ,white people,race
 552915244704862208 ,rude people,behavior
 552917891297722368 ,petty people,behavior
 552933603186069506 ,fat people,physical
 552933649294045184 ,fat people,physical
 552933682877837312 ,fat people,physical
 552933955469856768 ,fat people,physical
 552935201194909701 ,fat people,physical
 552935507400081408 ,fat people,physical
 552937432560435200 ,fat people,physical
 552938414014996483 ,fat people,physical
 552944621589127168 ,fat people,physical
 552945158476800002 ,mean people,behavior
 552946337072033792 ,fat people,physical
 552954541118074880 ,textin people,other
 552954708919595008 ,textin people,other
 552960362824630273 ,sneaky people,behavior
 552963307217625091 ,ignorant people,behavior
 552965714752331776 ,ignorant people,behavior
 552973017051967489 ,white people,race
 552975860773715969 ,white people,race
 552988582122885121 ,negative people,behavior
 552997763420790784 ,childish people,behavior
 553000531657252864 ,negative people,behavior
 553000879805448193 ,clingy people,behavior
 553003148936495105 ,black people,race
 553003547399561216 ,selfish people,behavior
 553012774855794688 ,sensitive people,behavior
 553014762934919168 ,homophobic people,sexual_orientation
 553022916666077184 ,insecure people,behavior
 553040461447712769 ,nasty people,behavior
 553041795220004864 ,white people,race
 553046606124429312 ,friendly people,behavior
 553055607079837697 ,white people,race
 553060661228761089 ,temporary people,other
 553070039671517184 ,ignorant people,behavior
 553075983029260289 ,fake people,behavior
 553087798371053568 ,negative people,behavior
 553088075187118080 ,white people,race
 553094429561880576 ,clingy people,behavior
 553106450420367360 ,fake people,behavior
 553171256615657474 ,fake people,behavior
 553208715935875073 ,stupid people,other
 553212910248681472 ,selfish people,behavior
 553216634815787009 ,old people,physical
 553220099285340160 ,rude people,behavior
 553238092845682690 ,clingy people,behavior
 553238940111491072 ,dirty people,behavior
 553239053374468096 ,materialistic people,behavior
 553240403915591681 ,fat people,physical
 553243277026017281 ,fake people,behavior
 553246699553304576 ,stubborn people,behavior
 553254702306328576 ,white people,race
 553268824519503872 ,ugly people,physical
 553269122302492673 ,ugly people,physical
 553271466918420480 ,disrespectful people,behavior
 553273039782412288 ,fat people,physical
 553273396331433984 ,fake people,behavior
 553291515728904192 ,rude people,behavior
 553298218218311680 ,white people,race
 553298234995511296 ,white people,race
 553301418451693571 ,rude people,behavior
 553305449207197696 ,negative people,behavior
 553305705059729408 ,negative people,behavior
 553330317206228992 ,sensitive people,behavior
 553335857881833472 ,ungrateful people,behavior
 553344066138939393 ,broke people,class
 553346557551341569 ,arrogant people,behavior
 553346737914789889 ,unappreciative people,behavior
 553348667306831872 ,dumb people,other
 553350768644722689 ,messy people,behavior
 553358196753321984 ,inconsiderate people,behavior
 553360595878428672 ,inconsiderate people,behavior
 553367050920263680 ,white people,race
 553370095976980481 ,white people,race
 553386231501840385 ,stupid people,other
